2021-03-15 22:01:23,400 semantic_segmentation INFO: Start validation, Total sample: 29963
2021-03-15 22:05:55,436 semantic_segmentation INFO: Sample: 2025, validation pixAcc: 97.439, mIoU: 84.512
2021-03-15 22:05:55,544 semantic_segmentation INFO: Sample: 2026, validation pixAcc: 97.440, mIoU: 84.516
2021-03-15 22:05:55,667 semantic_segmentation INFO: Sample: 2027, validation pixAcc: 97.440, mIoU: 84.520
2021-03-15 22:05:55,787 semantic_segmentation INFO: Sample: 2028, validation pixAcc: 97.441, mIoU: 84.524
2021-03-15 22:05:55,912 semantic_segmentation INFO: Sample: 2029, validation pixAcc: 97.442, mIoU: 84.527
2021-03-15 22:05:56,036 semantic_segmentation INFO: Sample: 2030, validation pixAcc: 97.442, mIoU: 84.531
2021-03-15 22:05:56,158 semantic_segmentation INFO: Sample: 2031, validation pixAcc: 97.443, mIoU: 84.536
2021-03-15 22:05:56,281 semantic_segmentation INFO: Sample: 2032, validation pixAcc: 97.443, mIoU: 84.540
2021-03-15 22:05:56,405 semantic_segmentation INFO: Sample: 2033, validation pixAcc: 97.444, mIoU: 84.545
2021-03-15 22:05:56,527 semantic_segmentation INFO: Sample: 2034, validation pixAcc: 97.444, mIoU: 84.549
2021-03-15 22:05:56,647 semantic_segmentation INFO: Sample: 2035, validation pixAcc: 97.445, mIoU: 84.553
2021-03-15 22:05:56,765 semantic_segmentation INFO: Sample: 2036, validation pixAcc: 97.445, mIoU: 84.557
2021-03-15 22:05:56,884 semantic_segmentation INFO: Sample: 2037, validation pixAcc: 97.446, mIoU: 84.560
2021-03-15 22:05:56,952 semantic_segmentation INFO: Sample: 2038, validation pixAcc: 97.446, mIoU: 84.561
2021-03-15 22:05:57,080 semantic_segmentation INFO: Sample: 2039, validation pixAcc: 97.447, mIoU: 84.563
2021-03-15 22:05:57,197 semantic_segmentation INFO: Sample: 2040, validation pixAcc: 97.447, mIoU: 84.563
2021-03-15 22:05:57,321 semantic_segmentation INFO: Sample: 2041, validation pixAcc: 97.447, mIoU: 84.563
2021-03-15 22:05:57,439 semantic_segmentation INFO: Sample: 2042, validation pixAcc: 97.448, mIoU: 84.564
2021-03-15 22:05:57,553 semantic_segmentation INFO: Sample: 2043, validation pixAcc: 97.448, mIoU: 84.564
2021-03-15 22:05:57,668 semantic_segmentation INFO: Sample: 2044, validation pixAcc: 97.447, mIoU: 84.563
2021-03-15 22:05:57,739 semantic_segmentation INFO: Sample: 2045, validation pixAcc: 97.447, mIoU: 84.562
2021-03-15 22:05:57,803 semantic_segmentation INFO: Sample: 2046, validation pixAcc: 97.447, mIoU: 84.559
2021-03-15 22:05:57,868 semantic_segmentation INFO: Sample: 2047, validation pixAcc: 97.446, mIoU: 84.555
2021-03-15 22:05:57,945 semantic_segmentation INFO: Sample: 2048, validation pixAcc: 97.445, mIoU: 84.549
2021-03-15 22:05:58,019 semantic_segmentation INFO: Sample: 2049, validation pixAcc: 97.444, mIoU: 84.540
2021-03-15 22:05:58,088 semantic_segmentation INFO: Sample: 2050, validation pixAcc: 97.442, mIoU: 84.526
2021-03-15 22:05:58,158 semantic_segmentation INFO: Sample: 2051, validation pixAcc: 97.442, mIoU: 84.531
2021-03-15 22:05:58,280 semantic_segmentation INFO: Sample: 2052, validation pixAcc: 97.442, mIoU: 84.535
2021-03-15 22:05:58,402 semantic_segmentation INFO: Sample: 2053, validation pixAcc: 97.442, mIoU: 84.539
2021-03-15 22:05:58,532 semantic_segmentation INFO: Sample: 2054, validation pixAcc: 97.442, mIoU: 84.543
2021-03-15 22:05:58,665 semantic_segmentation INFO: Sample: 2055, validation pixAcc: 97.442, mIoU: 84.547
2021-03-15 22:05:58,794 semantic_segmentation INFO: Sample: 2056, validation pixAcc: 97.442, mIoU: 84.551
2021-03-15 22:05:58,919 semantic_segmentation INFO: Sample: 2057, validation pixAcc: 97.442, mIoU: 84.555
2021-03-15 22:05:59,050 semantic_segmentation INFO: Sample: 2058, validation pixAcc: 97.442, mIoU: 84.559
2021-03-15 22:05:59,173 semantic_segmentation INFO: Sample: 2059, validation pixAcc: 97.443, mIoU: 84.564
2021-03-15 22:05:59,296 semantic_segmentation INFO: Sample: 2060, validation pixAcc: 97.443, mIoU: 84.569
2021-03-15 22:05:59,419 semantic_segmentation INFO: Sample: 2061, validation pixAcc: 97.443, mIoU: 84.573
2021-03-15 22:05:59,536 semantic_segmentation INFO: Sample: 2062, validation pixAcc: 97.443, mIoU: 84.577
2021-03-15 22:05:59,659 semantic_segmentation INFO: Sample: 2063, validation pixAcc: 97.442, mIoU: 84.580
2021-03-15 22:05:59,782 semantic_segmentation INFO: Sample: 2064, validation pixAcc: 97.442, mIoU: 84.583
2021-03-15 22:05:59,910 semantic_segmentation INFO: Sample: 2065, validation pixAcc: 97.442, mIoU: 84.586
2021-03-15 22:06:00,029 semantic_segmentation INFO: Sample: 2066, validation pixAcc: 97.442, mIoU: 84.588
2021-03-15 22:06:00,148 semantic_segmentation INFO: Sample: 2067, validation pixAcc: 97.442, mIoU: 84.590
2021-03-15 22:06:00,250 semantic_segmentation INFO: Sample: 2068, validation pixAcc: 97.442, mIoU: 84.594
2021-03-15 22:06:00,376 semantic_segmentation INFO: Sample: 2069, validation pixAcc: 97.442, mIoU: 84.598
2021-03-15 22:06:00,493 semantic_segmentation INFO: Sample: 2070, validation pixAcc: 97.442, mIoU: 84.599
2021-03-15 22:06:00,611 semantic_segmentation INFO: Sample: 2071, validation pixAcc: 97.442, mIoU: 84.601
2021-03-15 22:06:00,732 semantic_segmentation INFO: Sample: 2072, validation pixAcc: 97.441, mIoU: 84.604
2021-03-15 22:06:00,856 semantic_segmentation INFO: Sample: 2073, validation pixAcc: 97.441, mIoU: 84.606
2021-03-15 22:06:00,934 semantic_segmentation INFO: Sample: 2074, validation pixAcc: 97.440, mIoU: 84.608
2021-03-15 22:06:01,003 semantic_segmentation INFO: Sample: 2075, validation pixAcc: 97.440, mIoU: 84.609
2021-03-15 22:06:01,077 semantic_segmentation INFO: Sample: 2076, validation pixAcc: 97.439, mIoU: 84.609
2021-03-15 22:06:01,148 semantic_segmentation INFO: Sample: 2077, validation pixAcc: 97.439, mIoU: 84.609
2021-03-15 22:06:01,216 semantic_segmentation INFO: Sample: 2078, validation pixAcc: 97.438, mIoU: 84.607
2021-03-15 22:06:01,284 semantic_segmentation INFO: Sample: 2079, validation pixAcc: 97.437, mIoU: 84.608
2021-03-15 22:06:01,350 semantic_segmentation INFO: Sample: 2080, validation pixAcc: 97.437, mIoU: 84.608
2021-03-15 22:06:01,418 semantic_segmentation INFO: Sample: 2081, validation pixAcc: 97.437, mIoU: 84.608
2021-03-15 22:06:01,485 semantic_segmentation INFO: Sample: 2082, validation pixAcc: 97.437, mIoU: 84.610
2021-03-15 22:06:01,556 semantic_segmentation INFO: Sample: 2083, validation pixAcc: 97.437, mIoU: 84.614
2021-03-15 22:06:01,681 semantic_segmentation INFO: Sample: 2084, validation pixAcc: 97.437, mIoU: 84.619
2021-03-15 22:06:01,798 semantic_segmentation INFO: Sample: 2085, validation pixAcc: 97.438, mIoU: 84.625
2021-03-15 22:06:01,918 semantic_segmentation INFO: Sample: 2086, validation pixAcc: 97.438, mIoU: 84.630
2021-03-15 22:06:02,041 semantic_segmentation INFO: Sample: 2087, validation pixAcc: 97.438, mIoU: 84.636
2021-03-15 22:06:02,159 semantic_segmentation INFO: Sample: 2088, validation pixAcc: 97.438, mIoU: 84.641
2021-03-15 22:06:02,261 semantic_segmentation INFO: Sample: 2089, validation pixAcc: 97.438, mIoU: 84.644
2021-03-15 22:06:02,381 semantic_segmentation INFO: Sample: 2090, validation pixAcc: 97.438, mIoU: 84.648
2021-03-15 22:06:02,503 semantic_segmentation INFO: Sample: 2091, validation pixAcc: 97.437, mIoU: 84.652
2021-03-15 22:06:02,626 semantic_segmentation INFO: Sample: 2092, validation pixAcc: 97.437, mIoU: 84.653
2021-03-15 22:06:02,744 semantic_segmentation INFO: Sample: 2093, validation pixAcc: 97.436, mIoU: 84.655
2021-03-15 22:06:02,860 semantic_segmentation INFO: Sample: 2094, validation pixAcc: 97.436, mIoU: 84.657
2021-03-15 22:06:02,956 semantic_segmentation INFO: Sample: 2095, validation pixAcc: 97.435, mIoU: 84.657
2021-03-15 22:06:03,082 semantic_segmentation INFO: Sample: 2096, validation pixAcc: 97.435, mIoU: 84.655
2021-03-15 22:06:03,195 semantic_segmentation INFO: Sample: 2097, validation pixAcc: 97.434, mIoU: 84.657
2021-03-15 22:06:03,312 semantic_segmentation INFO: Sample: 2098, validation pixAcc: 97.434, mIoU: 84.659
2021-03-15 22:06:03,428 semantic_segmentation INFO: Sample: 2099, validation pixAcc: 97.434, mIoU: 84.663
2021-03-15 22:06:03,546 semantic_segmentation INFO: Sample: 2100, validation pixAcc: 97.433, mIoU: 84.666
2021-03-15 22:06:03,657 semantic_segmentation INFO: Sample: 2101, validation pixAcc: 97.433, mIoU: 84.670
2021-03-15 22:06:03,774 semantic_segmentation INFO: Sample: 2102, validation pixAcc: 97.433, mIoU: 84.674
2021-03-15 22:06:03,893 semantic_segmentation INFO: Sample: 2103, validation pixAcc: 97.433, mIoU: 84.675
2021-03-15 22:06:04,011 semantic_segmentation INFO: Sample: 2104, validation pixAcc: 97.432, mIoU: 84.680
2021-03-15 22:06:04,136 semantic_segmentation INFO: Sample: 2105, validation pixAcc: 97.432, mIoU: 84.682
2021-03-15 22:06:04,253 semantic_segmentation INFO: Sample: 2106, validation pixAcc: 97.432, mIoU: 84.686
2021-03-15 22:06:04,366 semantic_segmentation INFO: Sample: 2107, validation pixAcc: 97.431, mIoU: 84.690
2021-03-15 22:06:04,436 semantic_segmentation INFO: Sample: 2108, validation pixAcc: 97.431, mIoU: 84.695
2021-03-15 22:06:04,498 semantic_segmentation INFO: Sample: 2109, validation pixAcc: 97.431, mIoU: 84.697
2021-03-15 22:06:04,561 semantic_segmentation INFO: Sample: 2110, validation pixAcc: 97.430, mIoU: 84.699
2021-03-15 22:06:04,628 semantic_segmentation INFO: Sample: 2111, validation pixAcc: 97.430, mIoU: 84.702
2021-03-15 22:06:04,695 semantic_segmentation INFO: Sample: 2112, validation pixAcc: 97.430, mIoU: 84.704
2021-03-15 22:06:04,758 semantic_segmentation INFO: Sample: 2113, validation pixAcc: 97.429, mIoU: 84.707
2021-03-15 22:06:04,823 semantic_segmentation INFO: Sample: 2114, validation pixAcc: 97.429, mIoU: 84.710
2021-03-15 22:06:04,886 semantic_segmentation INFO: Sample: 2115, validation pixAcc: 97.428, mIoU: 84.712
2021-03-15 22:06:04,951 semantic_segmentation INFO: Sample: 2116, validation pixAcc: 97.428, mIoU: 84.714
2021-03-15 22:06:05,012 semantic_segmentation INFO: Sample: 2117, validation pixAcc: 97.427, mIoU: 84.717
2021-03-15 22:06:05,074 semantic_segmentation INFO: Sample: 2118, validation pixAcc: 97.427, mIoU: 84.719
2021-03-15 22:06:05,138 semantic_segmentation INFO: Sample: 2119, validation pixAcc: 97.427, mIoU: 84.721
2021-03-15 22:06:05,199 semantic_segmentation INFO: Sample: 2120, validation pixAcc: 97.427, mIoU: 84.724
2021-03-15 22:06:05,260 semantic_segmentation INFO: Sample: 2121, validation pixAcc: 97.427, mIoU: 84.727
2021-03-15 22:06:05,320 semantic_segmentation INFO: Sample: 2122, validation pixAcc: 97.427, mIoU: 84.731
2021-03-15 22:06:05,384 semantic_segmentation INFO: Sample: 2123, validation pixAcc: 97.428, mIoU: 84.734
2021-03-15 22:06:05,447 semantic_segmentation INFO: Sample: 2124, validation pixAcc: 97.428, mIoU: 84.736
2021-03-15 22:06:05,509 semantic_segmentation INFO: Sample: 2125, validation pixAcc: 97.429, mIoU: 84.739
2021-03-15 22:06:05,573 semantic_segmentation INFO: Sample: 2126, validation pixAcc: 97.429, mIoU: 84.740
2021-03-15 22:06:05,640 semantic_segmentation INFO: Sample: 2127, validation pixAcc: 97.430, mIoU: 84.742
2021-03-15 22:06:05,736 semantic_segmentation INFO: Sample: 2128, validation pixAcc: 97.430, mIoU: 84.744
2021-03-15 22:06:05,854 semantic_segmentation INFO: Sample: 2129, validation pixAcc: 97.431, mIoU: 84.746
2021-03-15 22:06:05,972 semantic_segmentation INFO: Sample: 2130, validation pixAcc: 97.432, mIoU: 84.747
2021-03-15 22:06:06,091 semantic_segmentation INFO: Sample: 2131, validation pixAcc: 97.432, mIoU: 84.749
2021-03-15 22:06:06,213 semantic_segmentation INFO: Sample: 2132, validation pixAcc: 97.433, mIoU: 84.750
2021-03-15 22:06:06,334 semantic_segmentation INFO: Sample: 2133, validation pixAcc: 97.433, mIoU: 84.750
2021-03-15 22:06:06,446 semantic_segmentation INFO: Sample: 2134, validation pixAcc: 97.433, mIoU: 84.751
2021-03-15 22:06:06,574 semantic_segmentation INFO: Sample: 2135, validation pixAcc: 97.434, mIoU: 84.752
2021-03-15 22:06:06,700 semantic_segmentation INFO: Sample: 2136, validation pixAcc: 97.434, mIoU: 84.753
2021-03-15 22:06:06,823 semantic_segmentation INFO: Sample: 2137, validation pixAcc: 97.435, mIoU: 84.756
2021-03-15 22:06:06,937 semantic_segmentation INFO: Sample: 2138, validation pixAcc: 97.435, mIoU: 84.757
2021-03-15 22:06:07,059 semantic_segmentation INFO: Sample: 2139, validation pixAcc: 97.436, mIoU: 84.759
2021-03-15 22:06:07,182 semantic_segmentation INFO: Sample: 2140, validation pixAcc: 97.436, mIoU: 84.759
2021-03-15 22:06:07,303 semantic_segmentation INFO: Sample: 2141, validation pixAcc: 97.437, mIoU: 84.761
2021-03-15 22:06:07,420 semantic_segmentation INFO: Sample: 2142, validation pixAcc: 97.437, mIoU: 84.762
2021-03-15 22:06:07,536 semantic_segmentation INFO: Sample: 2143, validation pixAcc: 97.438, mIoU: 84.763
2021-03-15 22:06:07,651 semantic_segmentation INFO: Sample: 2144, validation pixAcc: 97.438, mIoU: 84.764
2021-03-15 22:06:07,768 semantic_segmentation INFO: Sample: 2145, validation pixAcc: 97.438, mIoU: 84.764
2021-03-15 22:06:07,888 semantic_segmentation INFO: Sample: 2146, validation pixAcc: 97.438, mIoU: 84.764
2021-03-15 22:06:08,006 semantic_segmentation INFO: Sample: 2147, validation pixAcc: 97.439, mIoU: 84.764
2021-03-15 22:06:08,125 semantic_segmentation INFO: Sample: 2148, validation pixAcc: 97.439, mIoU: 84.765
2021-03-15 22:06:08,241 semantic_segmentation INFO: Sample: 2149, validation pixAcc: 97.439, mIoU: 84.766
2021-03-15 22:06:08,356 semantic_segmentation INFO: Sample: 2150, validation pixAcc: 97.440, mIoU: 84.766
2021-03-15 22:06:08,475 semantic_segmentation INFO: Sample: 2151, validation pixAcc: 97.440, mIoU: 84.767
2021-03-15 22:06:08,546 semantic_segmentation INFO: Sample: 2152, validation pixAcc: 97.441, mIoU: 84.768
2021-03-15 22:06:08,611 semantic_segmentation INFO: Sample: 2153, validation pixAcc: 97.441, mIoU: 84.769
2021-03-15 22:06:08,675 semantic_segmentation INFO: Sample: 2154, validation pixAcc: 97.441, mIoU: 84.770
2021-03-15 22:06:08,738 semantic_segmentation INFO: Sample: 2155, validation pixAcc: 97.442, mIoU: 84.771
2021-03-15 22:06:08,801 semantic_segmentation INFO: Sample: 2156, validation pixAcc: 97.442, mIoU: 84.773
2021-03-15 22:06:08,863 semantic_segmentation INFO: Sample: 2157, validation pixAcc: 97.443, mIoU: 84.776
2021-03-15 22:06:08,926 semantic_segmentation INFO: Sample: 2158, validation pixAcc: 97.443, mIoU: 84.778
2021-03-15 22:06:08,988 semantic_segmentation INFO: Sample: 2159, validation pixAcc: 97.444, mIoU: 84.780
2021-03-15 22:06:09,052 semantic_segmentation INFO: Sample: 2160, validation pixAcc: 97.444, mIoU: 84.782
2021-03-15 22:06:09,114 semantic_segmentation INFO: Sample: 2161, validation pixAcc: 97.445, mIoU: 84.784
2021-03-15 22:06:09,179 semantic_segmentation INFO: Sample: 2162, validation pixAcc: 97.445, mIoU: 84.787
2021-03-15 22:06:09,246 semantic_segmentation INFO: Sample: 2163, validation pixAcc: 97.446, mIoU: 84.791
2021-03-15 22:06:09,307 semantic_segmentation INFO: Sample: 2164, validation pixAcc: 97.446, mIoU: 84.794
2021-03-15 22:06:09,366 semantic_segmentation INFO: Sample: 2165, validation pixAcc: 97.447, mIoU: 84.798
2021-03-15 22:06:09,425 semantic_segmentation INFO: Sample: 2166, validation pixAcc: 97.448, mIoU: 84.801
2021-03-15 22:06:09,484 semantic_segmentation INFO: Sample: 2167, validation pixAcc: 97.448, mIoU: 84.805
2021-03-15 22:06:09,547 semantic_segmentation INFO: Sample: 2168, validation pixAcc: 97.449, mIoU: 84.808
2021-03-15 22:06:09,664 semantic_segmentation INFO: Sample: 2169, validation pixAcc: 97.450, mIoU: 84.810
2021-03-15 22:06:09,780 semantic_segmentation INFO: Sample: 2170, validation pixAcc: 97.450, mIoU: 84.813
2021-03-15 22:06:09,896 semantic_segmentation INFO: Sample: 2171, validation pixAcc: 97.451, mIoU: 84.816
2021-03-15 22:06:10,012 semantic_segmentation INFO: Sample: 2172, validation pixAcc: 97.451, mIoU: 84.819
2021-03-15 22:06:10,126 semantic_segmentation INFO: Sample: 2173, validation pixAcc: 97.452, mIoU: 84.822
2021-03-15 22:06:10,243 semantic_segmentation INFO: Sample: 2174, validation pixAcc: 97.453, mIoU: 84.825
2021-03-15 22:06:10,362 semantic_segmentation INFO: Sample: 2175, validation pixAcc: 97.453, mIoU: 84.828
2021-03-15 22:06:10,481 semantic_segmentation INFO: Sample: 2176, validation pixAcc: 97.454, mIoU: 84.831
2021-03-15 22:06:10,601 semantic_segmentation INFO: Sample: 2177, validation pixAcc: 97.455, mIoU: 84.835
2021-03-15 22:06:10,719 semantic_segmentation INFO: Sample: 2178, validation pixAcc: 97.455, mIoU: 84.837
2021-03-15 22:06:10,838 semantic_segmentation INFO: Sample: 2179, validation pixAcc: 97.455, mIoU: 84.840
2021-03-15 22:06:10,956 semantic_segmentation INFO: Sample: 2180, validation pixAcc: 97.456, mIoU: 84.843
2021-03-15 22:06:11,073 semantic_segmentation INFO: Sample: 2181, validation pixAcc: 97.457, mIoU: 84.845
2021-03-15 22:06:11,190 semantic_segmentation INFO: Sample: 2182, validation pixAcc: 97.457, mIoU: 84.847
2021-03-15 22:06:11,306 semantic_segmentation INFO: Sample: 2183, validation pixAcc: 97.458, mIoU: 84.850
2021-03-15 22:06:11,425 semantic_segmentation INFO: Sample: 2184, validation pixAcc: 97.458, mIoU: 84.852
2021-03-15 22:06:11,545 semantic_segmentation INFO: Sample: 2185, validation pixAcc: 97.459, mIoU: 84.855
2021-03-15 22:06:11,664 semantic_segmentation INFO: Sample: 2186, validation pixAcc: 97.460, mIoU: 84.857
2021-03-15 22:06:11,783 semantic_segmentation INFO: Sample: 2187, validation pixAcc: 97.460, mIoU: 84.859
2021-03-15 22:06:11,900 semantic_segmentation INFO: Sample: 2188, validation pixAcc: 97.461, mIoU: 84.860
2021-03-15 22:06:12,018 semantic_segmentation INFO: Sample: 2189, validation pixAcc: 97.461, mIoU: 84.862
2021-03-15 22:06:12,133 semantic_segmentation INFO: Sample: 2190, validation pixAcc: 97.462, mIoU: 84.864
2021-03-15 22:06:12,248 semantic_segmentation INFO: Sample: 2191, validation pixAcc: 97.462, mIoU: 84.865
2021-03-15 22:06:12,365 semantic_segmentation INFO: Sample: 2192, validation pixAcc: 97.463, mIoU: 84.867
2021-03-15 22:06:12,429 semantic_segmentation INFO: Sample: 2193, validation pixAcc: 97.463, mIoU: 84.869
2021-03-15 22:06:12,492 semantic_segmentation INFO: Sample: 2194, validation pixAcc: 97.464, mIoU: 84.871
2021-03-15 22:06:12,555 semantic_segmentation INFO: Sample: 2195, validation pixAcc: 97.464, mIoU: 84.871
2021-03-15 22:06:12,617 semantic_segmentation INFO: Sample: 2196, validation pixAcc: 97.464, mIoU: 84.873
2021-03-15 22:06:12,678 semantic_segmentation INFO: Sample: 2197, validation pixAcc: 97.465, mIoU: 84.875
2021-03-15 22:06:12,740 semantic_segmentation INFO: Sample: 2198, validation pixAcc: 97.465, mIoU: 84.877
2021-03-15 22:06:12,803 semantic_segmentation INFO: Sample: 2199, validation pixAcc: 97.466, mIoU: 84.879
2021-03-15 22:06:12,866 semantic_segmentation INFO: Sample: 2200, validation pixAcc: 97.466, mIoU: 84.880
2021-03-15 22:06:12,929 semantic_segmentation INFO: Sample: 2201, validation pixAcc: 97.466, mIoU: 84.881
2021-03-15 22:06:12,995 semantic_segmentation INFO: Sample: 2202, validation pixAcc: 97.467, mIoU: 84.883
2021-03-15 22:06:13,061 semantic_segmentation INFO: Sample: 2203, validation pixAcc: 97.467, mIoU: 84.884
2021-03-15 22:06:13,130 semantic_segmentation INFO: Sample: 2204, validation pixAcc: 97.467, mIoU: 84.885
2021-03-15 22:06:13,197 semantic_segmentation INFO: Sample: 2205, validation pixAcc: 97.467, mIoU: 84.886
2021-03-15 22:06:13,258 semantic_segmentation INFO: Sample: 2206, validation pixAcc: 97.468, mIoU: 84.886
2021-03-15 22:06:13,322 semantic_segmentation INFO: Sample: 2207, validation pixAcc: 97.468, mIoU: 84.887
2021-03-15 22:06:13,439 semantic_segmentation INFO: Sample: 2208, validation pixAcc: 97.468, mIoU: 84.887
2021-03-15 22:06:13,554 semantic_segmentation INFO: Sample: 2209, validation pixAcc: 97.468, mIoU: 84.887
2021-03-15 22:06:13,677 semantic_segmentation INFO: Sample: 2210, validation pixAcc: 97.467, mIoU: 84.887
2021-03-15 22:06:13,804 semantic_segmentation INFO: Sample: 2211, validation pixAcc: 97.467, mIoU: 84.886
2021-03-15 22:06:13,921 semantic_segmentation INFO: Sample: 2212, validation pixAcc: 97.467, mIoU: 84.884
2021-03-15 22:06:14,027 semantic_segmentation INFO: Sample: 2213, validation pixAcc: 97.467, mIoU: 84.882
2021-03-15 22:06:14,147 semantic_segmentation INFO: Sample: 2214, validation pixAcc: 97.467, mIoU: 84.880
2021-03-15 22:06:14,262 semantic_segmentation INFO: Sample: 2215, validation pixAcc: 97.467, mIoU: 84.877
2021-03-15 22:06:14,384 semantic_segmentation INFO: Sample: 2216, validation pixAcc: 97.466, mIoU: 84.873
2021-03-15 22:06:14,513 semantic_segmentation INFO: Sample: 2217, validation pixAcc: 97.466, mIoU: 84.869
2021-03-15 22:06:14,644 semantic_segmentation INFO: Sample: 2218, validation pixAcc: 97.465, mIoU: 84.865
2021-03-15 22:06:14,782 semantic_segmentation INFO: Sample: 2219, validation pixAcc: 97.464, mIoU: 84.860
2021-03-15 22:06:14,928 semantic_segmentation INFO: Sample: 2220, validation pixAcc: 97.464, mIoU: 84.853
2021-03-15 22:06:15,062 semantic_segmentation INFO: Sample: 2221, validation pixAcc: 97.463, mIoU: 84.845
2021-03-15 22:06:15,200 semantic_segmentation INFO: Sample: 2222, validation pixAcc: 97.462, mIoU: 84.837
2021-03-15 22:06:15,342 semantic_segmentation INFO: Sample: 2223, validation pixAcc: 97.460, mIoU: 84.827
2021-03-15 22:06:15,475 semantic_segmentation INFO: Sample: 2224, validation pixAcc: 97.459, mIoU: 84.817
2021-03-15 22:06:15,610 semantic_segmentation INFO: Sample: 2225, validation pixAcc: 97.457, mIoU: 84.805
2021-03-15 22:06:15,746 semantic_segmentation INFO: Sample: 2226, validation pixAcc: 97.456, mIoU: 84.792
2021-03-15 22:06:15,873 semantic_segmentation INFO: Sample: 2227, validation pixAcc: 97.454, mIoU: 84.778
2021-03-15 22:06:16,004 semantic_segmentation INFO: Sample: 2228, validation pixAcc: 97.452, mIoU: 84.762
2021-03-15 22:06:16,077 semantic_segmentation INFO: Sample: 2229, validation pixAcc: 97.450, mIoU: 84.746
2021-03-15 22:06:16,150 semantic_segmentation INFO: Sample: 2230, validation pixAcc: 97.447, mIoU: 84.729
2021-03-15 22:06:16,228 semantic_segmentation INFO: Sample: 2231, validation pixAcc: 97.445, mIoU: 84.711
2021-03-15 22:06:16,303 semantic_segmentation INFO: Sample: 2232, validation pixAcc: 97.442, mIoU: 84.691
2021-03-15 22:06:16,390 semantic_segmentation INFO: Sample: 2233, validation pixAcc: 97.439, mIoU: 84.670
2021-03-15 22:06:16,469 semantic_segmentation INFO: Sample: 2234, validation pixAcc: 97.436, mIoU: 84.648
2021-03-15 22:06:16,554 semantic_segmentation INFO: Sample: 2235, validation pixAcc: 97.433, mIoU: 84.625
2021-03-15 22:06:16,626 semantic_segmentation INFO: Sample: 2236, validation pixAcc: 97.430, mIoU: 84.602
2021-03-15 22:06:16,707 semantic_segmentation INFO: Sample: 2237, validation pixAcc: 97.426, mIoU: 84.578
2021-03-15 22:06:16,789 semantic_segmentation INFO: Sample: 2238, validation pixAcc: 97.423, mIoU: 84.554
2021-03-15 22:06:16,866 semantic_segmentation INFO: Sample: 2239, validation pixAcc: 97.419, mIoU: 84.530
2021-03-15 22:06:16,942 semantic_segmentation INFO: Sample: 2240, validation pixAcc: 97.416, mIoU: 84.507
2021-03-15 22:06:17,072 semantic_segmentation INFO: Sample: 2241, validation pixAcc: 97.413, mIoU: 84.487
2021-03-15 22:06:17,199 semantic_segmentation INFO: Sample: 2242, validation pixAcc: 97.410, mIoU: 84.474
2021-03-15 22:06:17,330 semantic_segmentation INFO: Sample: 2243, validation pixAcc: 97.407, mIoU: 84.460
2021-03-15 22:06:17,454 semantic_segmentation INFO: Sample: 2244, validation pixAcc: 97.404, mIoU: 84.450
2021-03-15 22:06:17,577 semantic_segmentation INFO: Sample: 2245, validation pixAcc: 97.402, mIoU: 84.442
2021-03-15 22:06:17,686 semantic_segmentation INFO: Sample: 2246, validation pixAcc: 97.398, mIoU: 84.427
2021-03-15 22:06:17,812 semantic_segmentation INFO: Sample: 2247, validation pixAcc: 97.395, mIoU: 84.415
2021-03-15 22:06:17,933 semantic_segmentation INFO: Sample: 2248, validation pixAcc: 97.392, mIoU: 84.400
2021-03-15 22:06:18,057 semantic_segmentation INFO: Sample: 2249, validation pixAcc: 97.389, mIoU: 84.388
2021-03-15 22:06:18,177 semantic_segmentation INFO: Sample: 2250, validation pixAcc: 97.386, mIoU: 84.375
2021-03-15 22:06:18,297 semantic_segmentation INFO: Sample: 2251, validation pixAcc: 97.384, mIoU: 84.362
2021-03-15 22:06:18,419 semantic_segmentation INFO: Sample: 2252, validation pixAcc: 97.382, mIoU: 84.348
2021-03-15 22:06:18,547 semantic_segmentation INFO: Sample: 2253, validation pixAcc: 97.379, mIoU: 84.335
2021-03-15 22:06:18,673 semantic_segmentation INFO: Sample: 2254, validation pixAcc: 97.377, mIoU: 84.321
2021-03-15 22:06:18,792 semantic_segmentation INFO: Sample: 2255, validation pixAcc: 97.375, mIoU: 84.308
2021-03-15 22:06:18,910 semantic_segmentation INFO: Sample: 2256, validation pixAcc: 97.371, mIoU: 84.291
2021-03-15 22:06:19,027 semantic_segmentation INFO: Sample: 2257, validation pixAcc: 97.368, mIoU: 84.277
2021-03-15 22:06:19,144 semantic_segmentation INFO: Sample: 2258, validation pixAcc: 97.366, mIoU: 84.260
2021-03-15 22:06:19,261 semantic_segmentation INFO: Sample: 2259, validation pixAcc: 97.363, mIoU: 84.245
2021-03-15 22:06:19,378 semantic_segmentation INFO: Sample: 2260, validation pixAcc: 97.361, mIoU: 84.229
2021-03-15 22:06:19,494 semantic_segmentation INFO: Sample: 2261, validation pixAcc: 97.360, mIoU: 84.214
2021-03-15 22:06:19,607 semantic_segmentation INFO: Sample: 2262, validation pixAcc: 97.358, mIoU: 84.199
2021-03-15 22:06:19,725 semantic_segmentation INFO: Sample: 2263, validation pixAcc: 97.356, mIoU: 84.184
2021-03-15 22:06:19,787 semantic_segmentation INFO: Sample: 2264, validation pixAcc: 97.352, mIoU: 84.168
